axis	row	side	outcome	observation
A	form|yaml|rules.complexity.ccn.threshold|map	value	refused-framed	Option "threshold" of rule "complexity.ccn" must be a whole number or null, got a map.
A	form|yaml|rules.complexity.ccn.threshold|null	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodComplexityOptions","enabled":true,"warning":10,"error":20},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassComplexityOptions","enabled":false,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.ccn.threshold|string-nonnumber	value	refused-framed	Option "threshold" of rule "complexity.ccn" must be a whole number or null, got a string.
A	form|yaml|rules.complexity.ccn.threshold|string-number	value	refused-framed	Option "threshold" of rule "complexity.ccn" must be a whole number or null, got a string.
A	form|yaml|rules.complexity.cognitive.callable	equivalent	refused-framed	Option "a" is not an option of rule "complexity.cognitive" at level "callable". Options at that level: enabled, error, threshold, warning. Other levels of this rule take different options.
A	form|yaml|rules.complexity.cognitive.callable	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.enabled	equivalent	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.enabled	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.enabled|bool	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.enabled|float	value	refused-framed	Option "enabled" of rule "complexity.cognitive" at level "callable" must be a boolean or null, got a number.
A	form|yaml|rules.complexity.cognitive.callable.enabled|int	value	refused-framed	Option "enabled" of rule "complexity.cognitive" at level "callable" must be a boolean or null, got a whole number.
A	form|yaml|rules.complexity.cognitive.callable.enabled|list	value	refused-framed	Option "enabled" of rule "complexity.cognitive" at level "callable" must be a boolean or null, got a list.
A	form|yaml|rules.complexity.cognitive.callable.enabled|map	value	refused-framed	Option "enabled" of rule "complexity.cognitive" at level "callable" must be a boolean or null, got a map.
A	form|yaml|rules.complexity.cognitive.callable.enabled|null	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.enabled|string-nonnumber	value	refused-framed	Option "enabled" of rule "complexity.cognitive" at level "callable" must be a boolean or null, got a string.
A	form|yaml|rules.complexity.cognitive.callable.enabled|string-number	value	refused-framed	Option "enabled" of rule "complexity.cognitive" at level "callable" must be a boolean or null, got a string.
A	form|yaml|rules.complexity.cognitive.callable.error	equivalent	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":7331},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.error	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.error|bool	value	refused-framed	Option "error" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a boolean.
A	form|yaml|rules.complexity.cognitive.callable.error|float	value	refused-framed	Option "error" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a number.
A	form|yaml|rules.complexity.cognitive.callable.error|int	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":7331},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.error|list	value	refused-framed	Option "error" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a list.
A	form|yaml|rules.complexity.cognitive.callable.error|map	value	refused-framed	Option "error" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a map.
A	form|yaml|rules.complexity.cognitive.callable.error|null	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.error|string-nonnumber	value	refused-framed	Option "error" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a string.
A	form|yaml|rules.complexity.cognitive.callable.error|string-number	value	refused-framed	Option "error" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a string.
A	form|yaml|rules.complexity.cognitive.callable.threshold	equivalent	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":7331,"error":7331},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.threshold	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.threshold|bool	value	refused-framed	Option "threshold" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a boolean.
A	form|yaml|rules.complexity.cognitive.callable.threshold|float	value	refused-framed	Option "threshold" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a number.
A	form|yaml|rules.complexity.cognitive.callable.threshold|int	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":7331,"error":7331},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.threshold|list	value	refused-framed	Option "threshold" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a list.
A	form|yaml|rules.complexity.cognitive.callable.threshold|map	value	refused-framed	Option "threshold" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a map.
A	form|yaml|rules.complexity.cognitive.callable.threshold|null	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.threshold|string-nonnumber	value	refused-framed	Option "threshold" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a string.
A	form|yaml|rules.complexity.cognitive.callable.threshold|string-number	value	refused-framed	Option "threshold" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a string.
A	form|yaml|rules.complexity.cognitive.callable.warning	equivalent	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":7331,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.warning|bool	value	refused-framed	Option "warning" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a boolean.
A	form|yaml|rules.complexity.cognitive.callable.warning|float	value	refused-framed	Option "warning" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a number.
A	form|yaml|rules.complexity.cognitive.callable.warning|int	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":7331,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.warning|list	value	refused-framed	Option "warning" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a list.
A	form|yaml|rules.complexity.cognitive.callable.warning|map	value	refused-framed	Option "warning" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a map.
A	form|yaml|rules.complexity.cognitive.callable.warning|null	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|yaml|rules.complexity.cognitive.callable.warning|string-nonnumber	value	refused-framed	Option "warning" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a string.
A	form|yaml|rules.complexity.cognitive.callable.warning|string-number	value	refused-framed	Option "warning" of rule "complexity.cognitive" at level "callable" must be a whole number or null, got a string.
A	form|yaml|rules.complexity.cognitive.callable|bool	value	refused-framed	Level "callable" of rule "complexity.cognitive" takes a map of options, got bool.
A	form|yaml|rules.complexity.cognitive.callable|float	value	refused-framed	Level "callable" of rule "complexity.cognitive" takes a map of options, got float.
A	form|yaml|rules.complexity.cognitive.callable|int	value	refused-framed	Level "callable" of rule "complexity.cognitive" takes a map of options, got int.
A	form|yaml|rules.complexity.cognitive.callable|list	value	refused-framed	Option "0" is not an option of rule "complexity.cognitive" at level "callable". Options at that level: enabled, error, threshold, warning. Other levels of this rule take different options.
A	form|yaml|rules.complexity.cognitive.callable|map	value	refused-framed	Option "a" is not an option of rule "complexity.cognitive" at level "callable". Options at that level: enabled, error, threshold, warning. Other levels of this rule take different options.
A	form|yaml|rules.complexity.cognitive.callable|null	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\CognitiveComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodCognitiveComplexityOptions","enabled":true,"warning":15,"error":30},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassCognitiveComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
