idx	rule	top_form	top_yaml	level	block_form	block_yaml	level_keys_declared	level_defaults	live_exit	live_level_findings	live_level_severities	live_sibling_findings	live_refusal	call_level_values	call_level_enabled	call_sibling_enabled	call_refusal	block_written	block_effect	live_vs_block_absent	witness	in_declared_population
558	coupling.instability	T2_threshold_tilde	threshold: ~	namespace	B8_threshold_in_block	namespace:; threshold: 0.01	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	2	1	{"error":1}	0		{"enabled":true,"maxWarning":0.01,"maxError":0.01,"minClassCount":3,"minAfferent":1}	True	True		{"maxWarning":0.01,"maxError":0.01}	applied	differs (1 vs 0)	live door + call	yes
559	coupling.instability	T2_threshold_tilde	threshold: ~	namespace	B9_unknown_key	namespace:; no_such_option: 1	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "coupling.instability" at level "namespace". Options at that level: enabled, max-e	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "coupling.instability" at lev	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
560	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	class	B0_absent	(absent)	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minAfferent":1}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
561	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	class	B1_tilde	class: ~	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minAfferent":1}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
562	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	class	B2_empty_map	class: {}	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minAfferent":1}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
563	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	class	B3_enabled_tilde	class:; enabled: ~	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minAfferent":1}	True	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
564	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minAfferent":1}	True	True		{"enabled":true}	applied	same (0)	live door (blind here) + call	yes
565	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minAfferent":1}	True	True		{"enabled":false}	dropped	same (0)	live door (blind here) + call	yes
566	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	class	B6_half_band	class:; max_warning: 0.01	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minAfferent":1}	True	True		{"maxWarning":0.01}	dropped	same (0)	live door (blind here) + call	yes
567	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	class	B7_full_band	class:; max_warning: 0.01; max_error: 0.02	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minAfferent":1}	True	True		{"maxWarning":0.01,"maxError":0.02}	dropped	same (0)	live door (blind here) + call	yes
568	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	class	B8_threshold_in_block	class:; threshold: 0.01	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minAfferent":1}	True	True		{"maxWarning":0.01,"maxError":0.01}	dropped	same (0)	live door (blind here) + call	yes
569	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	class	B9_unknown_key	class:; no_such_option: 1	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "coupling.instability" at level "class". Options at that level: enabled, max-error	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "coupling.instability" at lev	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
570	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	namespace	B0_absent	(absent)	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minClassCount":3,"minAfferent":1}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
571	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	namespace	B1_tilde	namespace: ~	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minClassCount":3,"minAfferent":1}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
572	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	namespace	B2_empty_map	namespace: {}	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minClassCount":3,"minAfferent":1}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
573	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	namespace	B3_enabled_tilde	namespace:; enabled: ~	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minClassCount":3,"minAfferent":1}	True	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
574	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	namespace	B4_enabled_true	namespace:; enabled: true	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minClassCount":3,"minAfferent":1}	True	True		{"enabled":true}	applied	same (0)	live door (blind here) + call	yes
575	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	namespace	B5_enabled_false	namespace:; enabled: false	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minClassCount":3,"minAfferent":1}	True	True		{"enabled":false}	dropped	same (0)	live door (blind here) + call	yes
576	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	namespace	B6_half_band	namespace:; max_warning: 0.01	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minClassCount":3,"minAfferent":1}	True	True		{"maxWarning":0.01}	dropped	same (0)	live door (blind here) + call	yes
577	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	namespace	B7_full_band	namespace:; max_warning: 0.01; max_error: 0.02	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minClassCount":3,"minAfferent":1}	True	True		{"maxWarning":0.01,"maxError":0.02}	dropped	same (0)	live door (blind here) + call	yes
578	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	namespace	B8_threshold_in_block	namespace:; threshold: 0.01	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":true,"maxWarning":1.01,"maxError":1.02,"minClassCount":3,"minAfferent":1}	True	True		{"maxWarning":0.01,"maxError":0.01}	dropped	same (0)	live door (blind here) + call	yes
579	coupling.instability	T3_top_graduated_pair	max_warning: 1.01; max_error: 1.02	namespace	B9_unknown_key	namespace:; no_such_option: 1	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "coupling.instability" at level "namespace". Options at that level: enabled, max-e	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "coupling.instability" at lev	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
580	coupling.instability	T4_enabled_false	enabled: false	class	B0_absent	(absent)	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
581	coupling.instability	T4_enabled_false	enabled: false	class	B1_tilde	class: ~	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
582	coupling.instability	T4_enabled_false	enabled: false	class	B2_empty_map	class: {}	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
583	coupling.instability	T4_enabled_false	enabled: false	class	B3_enabled_tilde	class:; enabled: ~	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	False	False		{"enabled":"~(null)"}	dropped	same (0)	live door (blind here) + call	yes
584	coupling.instability	T4_enabled_false	enabled: false	class	B4_enabled_true	class:; enabled: true	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	False	False		{"enabled":true}	dropped	same (0)	live door (blind here) + call	yes
585	coupling.instability	T4_enabled_false	enabled: false	class	B5_enabled_false	class:; enabled: false	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	False	False		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
586	coupling.instability	T4_enabled_false	enabled: false	class	B6_half_band	class:; max_warning: 0.01	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	False	False		{"maxWarning":0.01}	dropped	same (0)	live door (blind here) + call	yes
587	coupling.instability	T4_enabled_false	enabled: false	class	B7_full_band	class:; max_warning: 0.01; max_error: 0.02	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	False	False		{"maxWarning":0.01,"maxError":0.02}	dropped	same (0)	live door (blind here) + call	yes
588	coupling.instability	T4_enabled_false	enabled: false	class	B8_threshold_in_block	class:; threshold: 0.01	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	False	False		{"maxWarning":0.01,"maxError":0.01}	dropped	same (0)	live door (blind here) + call	yes
589	coupling.instability	T4_enabled_false	enabled: false	class	B9_unknown_key	class:; no_such_option: 1	enabled,max-error,max-warning,min-afferent,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minAfferent":1}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "coupling.instability" at level "class". Options at that level: enabled, max-error	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "coupling.instability" at lev	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
590	coupling.instability	T4_enabled_false	enabled: false	namespace	B0_absent	(absent)	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
591	coupling.instability	T4_enabled_false	enabled: false	namespace	B1_tilde	namespace: ~	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
592	coupling.instability	T4_enabled_false	enabled: false	namespace	B2_empty_map	namespace: {}	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	False	False		{}	no-write	n/a (block writes nothing)	live door + call	yes
593	coupling.instability	T4_enabled_false	enabled: false	namespace	B3_enabled_tilde	namespace:; enabled: ~	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	False	False		{"enabled":"~(null)"}	dropped	same (0)	live door (blind here) + call	yes
594	coupling.instability	T4_enabled_false	enabled: false	namespace	B4_enabled_true	namespace:; enabled: true	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	False	False		{"enabled":true}	dropped	same (0)	live door (blind here) + call	yes
595	coupling.instability	T4_enabled_false	enabled: false	namespace	B5_enabled_false	namespace:; enabled: false	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	False	False		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
596	coupling.instability	T4_enabled_false	enabled: false	namespace	B6_half_band	namespace:; max_warning: 0.01	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	False	False		{"maxWarning":0.01}	dropped	same (0)	live door (blind here) + call	yes
597	coupling.instability	T4_enabled_false	enabled: false	namespace	B7_full_band	namespace:; max_warning: 0.01; max_error: 0.02	enabled,max-error,max-warning,min-afferent,min-class-count,threshold	{"enabled":true,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	0	0	{}	0		{"enabled":false,"maxWarning":0.8,"maxError":0.95,"minClassCount":3,"minAfferent":1}	False	False		{"maxWarning":0.01,"maxError":0.02}	dropped	same (0)	live door (blind here) + call	yes
